rank,name,accuracy,n_features,status,best_kernel,features,n_samples
160,combo_5feat_043,0.6102272727272727,5,success,rbf,"nn_max, sdsd, pnn20, lf_power, lf_norm",880
161,combo_14feat_024,0.6102272727272727,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
162,combo_2feat_002,0.6090909090909091,2,success,linear,"nn_count, pnn20",880
163,combo_4feat_041,0.6090909090909091,4,success,rbf,"nn_mean, pnn50, hf_power, ln_hf",880
164,combo_5feat_040,0.6090909090909091,5,success,rbf,"nn_max, rmssd, hf_power, lf_hf_ratio, lf_norm",880
165,combo_7feat_016,0.6090909090909091,7,success,rbf,"nn_mean, sdsd, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm",880
166,combo_13feat_004,0.6090909090909091,13,success,rbf,"nn_count, nn_mean, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, ln_hf, hf_peak",880
167,combo_16feat_019,0.6090909090909091,16,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
168,combo_17feat_006,0.6090909090909091,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
169,combo_4feat_039,0.6079545454545455,4,success,rbf,"nn_max, sdnn, pnn50, lf_hf_ratio",880
170,combo_5feat_033,0.6079545454545455,5,success,rbf,"nn_count, sdnn, triangular_index, lf_power, hf_norm",880
171,combo_6feat_022,0.6079545454545455,6,success,rbf,"nn_mean, nn_min, pnn20, pnn50, triangular_index, lf_power",880
172,combo_7feat_006,0.6079545454545455,7,success,poly,"nn_count, nn_max, sdnn, lf_power, hf_power, lf_norm, hf_peak",880
173,combo_12feat_006,0.6068181818181819,12,success,rbf,"nn_count, nn_mean, nn_min, sdsd, rmssd, pnn50, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
174,combo_4feat_064,0.6068181818181818,4,success,rbf,"nn_min, rmssd, pnn20, hf_norm",880
175,combo_8feat_011,0.6068181818181818,8,success,rbf,"nn_max, sdnn, pnn20, pnn50, lf_norm, hf_norm, ln_hf, lf_peak",880
176,combo_9feat_004,0.6068181818181818,9,success,rbf,"pnn20, pnn50, lf_power, hf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
177,combo_15feat_003,0.6068181818181818,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
178,combo_10feat_011,0.6068181818181817,10,success,rbf,"nn_min, nn_max, pnn20, triangular_index, hf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
179,combo_14feat_005,0.6068181818181817,14,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
180,combo_4feat_034,0.6056818181818182,4,success,rbf,"sdsd, pnn20, triangular_index, hf_norm",880
181,combo_4feat_097,0.6056818181818182,4,success,rbf,"nn_min, pnn20, hf_power, lf_hf_ratio",880
182,combo_15feat_017,0.6056818181818182,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_norm, hf_norm, lf_peak, hf_peak",880
183,combo_12feat_011,0.6045454545454547,12,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
184,combo_15feat_012,0.6045454545454546,15,success,rbf,"nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
185,combo_17feat_007,0.6045454545454546,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
186,combo_5feat_005,0.6045454545454545,5,success,rbf,"nn_mean, sdsd, lf_power, lf_hf_ratio, ln_hf",880
187,combo_15feat_005,0.6045454545454545,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
188,combo_4feat_031,0.6034090909090909,4,success,rbf,"nn_max, sdnn, pnn20, pnn50",880
189,combo_5feat_007,0.6034090909090909,5,success,rbf,"nn_count, sdsd, rmssd, pnn50, lf_norm",880
190,combo_17feat_017,0.6034090909090909,17,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
191,combo_3feat_019,0.6022727272727273,3,success,rbf,"nn_count, pnn50, lf_norm",880
192,combo_4feat_010,0.6022727272727273,4,success,rbf,"nn_count, sdsd, pnn50, lf_norm",880
193,combo_4feat_088,0.6022727272727273,4,success,rbf,"nn_count, nn_max, lf_power, ln_hf",880
194,combo_5feat_004,0.6022727272727273,5,success,rbf,"nn_mean, pnn50, triangular_index, hf_norm, ln_hf",880
195,combo_13feat_006,0.6022727272727273,13,success,rbf,"nn_count, nn_mean, nn_min, sdnn, sdsd, rmssd, pnn50, lf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
196,combo_15feat_007,0.6022727272727273,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, lf_peak, hf_peak",880
197,combo_4feat_025,0.6022727272727272,4,success,rbf,"sdnn, lf_power, lf_hf_ratio, lf_peak",880
198,combo_2feat_026,0.6011363636363637,2,success,rbf,"rmssd, pnn20",880
199,combo_2feat_028,0.6011363636363637,2,success,rbf,"nn_mean, sdnn",880
200,combo_11feat_022,0.6011363636363637,11,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd, pnn50, triangular_index, lf_power, hf_power, ln_hf, lf_peak",880
201,combo_5feat_042,0.6011363636363636,5,success,rbf,"nn_min, sdnn, lf_power, lf_hf_ratio, lf_peak",880
202,combo_7feat_010,0.6011363636363636,7,success,rbf,"nn_count, nn_mean, sdsd, pnn20, lf_norm, hf_norm, hf_peak",880
203,combo_17feat_018,0.6011363636363636,17,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
204,combo_3feat_017,0.6,3,success,rbf,"nn_count, nn_max, sdsd",880
205,combo_4feat_061,0.6,4,success,rbf,"nn_mean, lf_power, hf_norm, lf_peak",880
206,combo_4feat_098,0.6,4,success,rbf,"nn_mean, pnn20, lf_hf_ratio, lf_norm",880
207,combo_10feat_009,0.6,10,success,rbf,"nn_mean, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, hf_peak",880
208,combo_13feat_020,0.5999999999999999,13,success,rbf,"nn_mean, nn_min, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
209,combo_16feat_017,0.5999999999999999,16,success,rbf,"nn_mean, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
210,combo_5feat_035,0.5988636363636364,5,success,rbf,"nn_max, sdnn, rmssd, pnn20, lf_hf_ratio",880
211,combo_10feat_005,0.5988636363636364,10,success,rbf,"nn_count, nn_min, nn_max, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, ln_hf, lf_peak",880
212,combo_10feat_025,0.5988636363636364,10,success,rbf,"nn_mean, nn_min, nn_max, pnn20, pnn50, lf_power, hf_power, lf_norm, hf_norm, lf_peak",880
213,combo_12feat_022,0.5988636363636364,12,success,rbf,"nn_count, nn_mean, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, hf_peak",880
214,combo_15feat_001,0.5988636363636364,15,success,rbf,"nn_count, nn_min, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
215,combo_16feat_003,0.5988636363636364,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
216,combo_16feat_011,0.5988636363636364,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, lf_peak, hf_peak",880
217,combo_16feat_015,0.5988636363636364,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
218,combo_17feat_003,0.5988636363636364,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
219,combo_5feat_045,0.5977272727272729,5,success,rbf,"nn_count, nn_max, sdsd, hf_power, lf_norm",880
220,combo_5feat_050,0.5977272727272728,5,success,rbf,"nn_mean, rmssd, lf_power, hf_power, lf_hf_ratio",880
221,combo_10feat_018,0.5977272727272727,10,success,rbf,"nn_mean, nn_max, sdsd, pnn20, lf_power, hf_power, lf_norm, ln_hf, lf_peak, hf_peak",880
222,combo_12feat_016,0.5977272727272727,12,success,rbf,"nn_mean, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_power, hf_power, hf_norm, ln_hf, lf_peak, hf_peak",880
223,combo_15feat_011,0.5977272727272727,15,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, lf_peak, hf_peak",880
224,combo_17feat_011,0.5965909090909092,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
225,combo_3feat_045,0.5965909090909091,3,success,rbf,"nn_max, rmssd, lf_power",880
226,combo_7feat_004,0.5965909090909091,7,success,rbf,"nn_min, sdsd, pnn50, lf_power, lf_norm, lf_peak, hf_peak",880
227,combo_12feat_018,0.5965909090909091,12,success,rbf,"nn_max, sdnn, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
228,combo_13feat_024,0.5965909090909091,13,success,rbf,"nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak",880
229,combo_16feat_006,0.5965909090909091,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
230,combo_17feat_014,0.5965909090909091,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
231,combo_4feat_001,0.596590909090909,4,success,rbf,"rmssd, pnn50, lf_power, lf_hf_ratio",880
232,combo_7feat_017,0.596590909090909,7,success,rbf,"nn_mean, nn_min, sdnn, pnn20, triangular_index, lf_peak, hf_peak",880
233,combo_4feat_077,0.5954545454545455,4,success,rbf,"rmssd, pnn20, lf_norm, hf_peak",880
234,combo_14feat_003,0.5954545454545455,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, lf_power, lf_norm, hf_norm, lf_peak, hf_peak",880
235,combo_15feat_021,0.5954545454545455,15,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
236,combo_10feat_002,0.5943181818181819,10,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd, pnn20, pnn50, lf_hf_ratio, hf_norm, lf_peak",880
237,combo_10feat_019,0.5943181818181819,10,success,rbf,"nn_min, sdnn, sdsd, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, lf_peak, hf_peak",880
238,combo_12feat_012,0.5943181818181819,12,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, hf_norm, ln_hf, lf_peak",880
239,combo_13feat_015,0.5943181818181819,13,success,rbf,"nn_min, nn_max, sdnn, rmssd, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
240,combo_11feat_025,0.5943181818181817,11,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, lf_norm, ln_hf, lf_peak",880
241,combo_3feat_029,0.5931818181818183,3,success,rbf,"pnn50, lf_hf_ratio, hf_norm",880
242,combo_4feat_066,0.5931818181818183,4,success,rbf,"nn_mean, nn_max, sdnn, pnn20",880
243,combo_4feat_099,0.5931818181818181,4,success,rbf,"rmssd, pnn50, lf_power, hf_norm",880
244,combo_9feat_015,0.5931818181818181,9,success,rbf,"nn_min, nn_max, sdnn, pnn50, triangular_index, lf_power, hf_power, ln_hf, lf_peak",880
245,combo_13feat_012,0.5931818181818181,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, rmssd, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
246,combo_14feat_001,0.593181818181818,14,success,rbf,"nn_mean, nn_min, nn_max, sdnn, rmssd, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
247,combo_2feat_049,0.5920454545454545,2,success,rbf,"nn_count, hf_power",880
248,combo_3feat_028,0.5920454545454545,3,success,rbf,"pnn20, triangular_index, ln_hf",880
249,combo_7feat_008,0.5920454545454545,7,success,rbf,"nn_count, nn_min, nn_max, sdnn, triangular_index, lf_power, lf_norm",880
250,combo_10feat_024,0.5920454545454545,10,success,rbf,"nn_mean, pnn20, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
251,combo_14feat_016,0.5920454545454545,14,success,rbf,"nn_count, nn_mean, nn_max, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
252,combo_16feat_010,0.5920454545454545,16,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
253,combo_6feat_002,0.590909090909091,6,success,rbf,"nn_count, nn_mean, sdnn, sdsd, rmssd, pnn20",880
254,combo_8feat_009,0.590909090909091,8,success,rbf,"nn_min, sdsd, rmssd, pnn20, triangular_index, lf_norm, ln_hf, hf_peak",880
255,combo_2feat_003,0.5909090909090909,2,success,rbf,"sdnn, lf_norm",880
256,combo_4feat_003,0.5909090909090909,4,success,rbf,"nn_count, nn_mean, hf_power, ln_hf",880
257,combo_4feat_050,0.5909090909090909,4,success,rbf,"nn_min, sdnn, lf_peak, hf_peak",880
258,combo_4feat_083,0.5909090909090909,4,success,rbf,"pnn20, pnn50, hf_power, lf_hf_ratio",880
259,combo_7feat_015,0.5909090909090909,7,success,rbf,"nn_count, nn_mean, sdnn, pnn20, hf_power, ln_hf, lf_peak",880
260,combo_11feat_023,0.5909090909090909,11,success,rbf,"nn_count, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
261,combo_16feat_018,0.5909090909090909,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
262,combo_14feat_007,0.5909090909090908,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, pnn20, pnn50, lf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
263,combo_2feat_016,0.5897727272727272,2,success,rbf,"lf_power, ln_hf",880
264,combo_4feat_011,0.5897727272727272,4,success,rbf,"pnn20, triangular_index, lf_power, lf_peak",880
265,combo_9feat_009,0.5897727272727272,9,success,rbf,"sdsd, pnn20, pnn50, triangular_index, lf_power, lf_norm, hf_norm, ln_hf, lf_peak",880
266,combo_3feat_002,0.5897727272727271,3,success,rbf,"nn_count, lf_power, hf_peak",880
267,combo_13feat_001,0.5897727272727271,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, rmssd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, hf_norm, ln_hf, hf_peak",880
268,combo_3feat_006,0.5886363636363636,3,success,rbf,"nn_mean, hf_norm, ln_hf",880
269,combo_3feat_042,0.5886363636363636,3,success,rbf,"hf_power, lf_hf_ratio, lf_norm",880
270,combo_4feat_038,0.5886363636363636,4,success,rbf,"pnn50, triangular_index, hf_power, hf_norm",880
271,combo_6feat_001,0.5886363636363636,6,success,rbf,"nn_count, nn_max, sdsd, lf_power, lf_norm, lf_peak",880
272,combo_12feat_019,0.5886363636363636,12,success,rbf,"nn_count, nn_mean, nn_max, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_norm, ln_hf, lf_peak",880
273,combo_13feat_010,0.5886363636363636,13,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
274,combo_4feat_053,0.5875,4,success,rbf,"nn_count, nn_min, pnn20, ln_hf",880
275,combo_5feat_034,0.5875,5,success,rbf,"nn_max, sdsd, rmssd, lf_power, hf_norm",880
276,combo_14feat_015,0.5874999999999999,14,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak",880
277,combo_3feat_001,0.5863636363636364,3,success,rbf,"pnn20, pnn50, lf_hf_ratio",880
278,combo_6feat_025,0.5863636363636364,6,success,rbf,"nn_count, nn_mean, nn_min, sdsd, lf_power, lf_peak",880
279,combo_7feat_003,0.5863636363636363,7,success,rbf,"nn_count, nn_mean, nn_min, sdsd, lf_power, hf_power, hf_peak",880
280,combo_10feat_003,0.5863636363636363,10,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdsd, pnn20, pnn50, triangular_index, hf_norm, ln_hf",880
281,combo_17feat_004,0.5863636363636363,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
282,combo_17feat_005,0.5863636363636363,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
283,combo_5feat_008,0.5852272727272728,5,success,rbf,"nn_count, sdnn, sdsd, hf_power, lf_hf_ratio",880
284,combo_3feat_039,0.5852272727272727,3,success,rbf,"nn_min, lf_hf_ratio, ln_hf",880
285,combo_3feat_044,0.5852272727272727,3,success,rbf,"nn_count, pnn50, lf_hf_ratio",880
286,combo_5feat_022,0.5852272727272727,5,success,rbf,"nn_count, nn_mean, nn_max, sdnn, rmssd",880
287,combo_10feat_008,0.5852272727272727,10,success,rbf,"nn_count, nn_mean, nn_max, sdnn, sdsd, rmssd, lf_power, lf_hf_ratio, ln_hf, lf_peak",880
288,combo_4feat_065,0.5840909090909092,4,success,rbf,"sdsd, rmssd, triangular_index, lf_power",880
289,combo_10feat_007,0.5840909090909092,10,success,rbf,"nn_count, nn_mean, nn_max, rmssd, pnn20, pnn50, lf_power, hf_power, ln_hf, hf_peak",880
290,combo_3feat_027,0.584090909090909,3,success,rbf,"triangular_index, lf_power, lf_hf_ratio",880
291,combo_4feat_035,0.5829545454545455,4,success,rbf,"nn_mean, pnn50, hf_power, lf_peak",880
292,combo_6feat_015,0.5829545454545455,6,success,rbf,"nn_mean, nn_max, sdnn, rmssd, pnn20, lf_hf_ratio",880
293,combo_14feat_018,0.5829545454545455,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
294,combo_16feat_008,0.5829545454545454,16,success,rbf,"nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
295,combo_4feat_086,0.5829545454545453,4,success,rbf,"pnn20, lf_power, hf_power, hf_peak",880
296,combo_4feat_089,0.5818181818181818,4,success,rbf,"sdsd, triangular_index, lf_hf_ratio, hf_norm",880
297,combo_6feat_004,0.5818181818181818,6,success,rbf,"nn_mean, nn_max, sdsd, hf_power, lf_hf_ratio, lf_norm",880
298,combo_6feat_017,0.5818181818181818,6,success,rbf,"nn_count, nn_mean, sdnn, sdsd, hf_power, hf_peak",880
299,combo_15feat_025,0.5818181818181818,15,success,rbf,"nn_count, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, lf_power, hf_power, hf_norm, ln_hf, lf_peak, hf_peak",880
300,combo_16feat_004,0.5818181818181818,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
301,combo_3feat_032,0.5806818181818182,3,success,rbf,"sdnn, sdsd, lf_norm",880
302,combo_4feat_051,0.5806818181818182,4,success,rbf,"sdsd, pnn50, lf_norm, ln_hf",880
303,combo_9feat_020,0.5795454545454546,9,success,rbf,"nn_count, nn_min, nn_max, pnn50, lf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
304,combo_9feat_025,0.5795454545454545,9,success,rbf,"nn_mean, rmssd, pnn20, pnn50, lf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak",880
305,combo_14feat_009,0.5784090909090911,14,success,rbf,"nn_min, nn_max, sdnn, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
306,combo_3feat_005,0.578409090909091,3,success,rbf,"nn_min, sdnn, lf_peak",880
307,combo_5feat_024,0.578409090909091,5,success,rbf,"sdnn, rmssd, hf_power, lf_norm, hf_peak",880
308,combo_4feat_033,0.5784090909090909,4,success,rbf,"nn_max, rmssd, pnn20, pnn50",880
309,combo_5feat_009,0.5784090909090909,5,success,rbf,"sdnn, rmssd, lf_power, hf_norm, hf_peak",880
310,combo_7feat_011,0.5784090909090909,7,success,rbf,"nn_min, nn_max, pnn50, triangular_index, lf_hf_ratio, hf_norm, ln_hf",880
311,combo_10feat_015,0.5784090909090909,10,success,rbf,"nn_count, nn_mean, nn_min, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm",880
312,combo_16feat_013,0.5772727272727274,16,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, lf_peak, hf_peak",880
313,combo_3feat_049,0.5772727272727273,3,success,rbf,"rmssd, triangular_index, lf_norm",880
314,combo_4feat_074,0.5772727272727273,4,success,rbf,"nn_mean, sdnn, lf_peak, hf_peak",880
315,combo_11feat_018,0.5772727272727273,11,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, rmssd, pnn50, triangular_index, lf_hf_ratio, lf_norm, hf_peak",880
316,combo_4feat_073,0.5772727272727272,4,success,rbf,"nn_count, sdnn, sdsd, lf_peak",880
317,combo_11feat_009,0.5772727272727272,11,success,rbf,"nn_mean, nn_min, sdsd, pnn20, pnn50, lf_power, hf_power, lf_hf_ratio, hf_norm, lf_peak, hf_peak",880
318,combo_6feat_009,0.5761363636363637,6,success,rbf,"nn_count, nn_min, rmssd, lf_norm, ln_hf, lf_peak",880
319,combo_12feat_008,0.5761363636363637,12,success,rbf,"nn_min, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, lf_norm, lf_peak, hf_peak",880
320,combo_14feat_013,0.5761363636363637,14,success,rbf,"nn_count, nn_min, sdnn, sdsd, rmssd, pnn50, triangular_index, lf_power, hf_power, lf_hf_ratio, hf_norm, ln_hf, lf_peak, hf_peak",880
321,combo_17feat_008,0.5761363636363637,17,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, rmssd, pnn20, pnn50, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak, hf_peak",880
322,combo_7feat_009,0.5761363636363636,7,success,rbf,"nn_min, sdsd, pnn20, triangular_index, lf_hf_ratio, lf_peak, hf_peak",880
323,combo_8feat_004,0.5761363636363636,8,success,rbf,"nn_count, sdsd, rmssd, pnn50, lf_power, lf_norm, hf_norm, lf_peak",880
324,combo_4feat_087,0.5750000000000001,4,success,rbf,"rmssd, triangular_index, hf_power, lf_norm",880
325,combo_5feat_047,0.5750000000000001,5,success,rbf,"nn_mean, rmssd, pnn20, hf_power, lf_peak",880
326,combo_12feat_024,0.5750000000000001,12,success,rbf,"nn_count, nn_min, nn_max, sdnn, rmssd, triangular_index, hf_power, lf_hf_ratio, lf_norm, hf_norm, ln_hf, lf_peak",880
327,combo_2feat_019,0.575,2,success,rbf,"pnn20, hf_peak",880
328,combo_3feat_007,0.575,3,success,rbf,"nn_mean, lf_power, hf_power",880
329,combo_5feat_013,0.575,5,success,rbf,"nn_mean, sdsd, pnn20, ln_hf, lf_peak",880
330,combo_6feat_020,0.575,6,success,rbf,"rmssd, pnn50, triangular_index, lf_power, lf_hf_ratio, lf_norm",880
331,combo_14feat_019,0.575,14,success,rbf,"nn_count, nn_mean, nn_min, nn_max, sdnn, sdsd, pnn20, pnn50, triangular_index, lf_hf_ratio, lf_norm, ln_hf, lf_peak, hf_peak",880
