subject,sample_idx,true_label,predicted_label,correct,decision_score
dewi,44,lie,lie,True,2.737983189766046
dewi,45,lie,lie,True,2.720915165283464
dewi,46,lie,lie,True,3.614122124842027
dewi,47,lie,lie,True,3.726978808525492
dewi,48,lie,lie,True,3.551860879951207
dewi,49,lie,lie,True,3.3313243826069963
dewi,50,lie,lie,True,3.327071812588017
dewi,51,lie,lie,True,3.31245021082017
dewi,52,lie,lie,True,3.5335852204543787
dewi,53,lie,lie,True,3.864258301936491
dewi,54,lie,lie,True,4.058033387951856
dewi,55,truth,lie,False,2.8389721372522936
dewi,56,truth,lie,False,3.2183492268107496
dewi,57,truth,lie,False,3.3430229532334144
dewi,58,truth,lie,False,3.115409722587751
dewi,59,truth,lie,False,3.2095940348619716
dewi,60,truth,lie,False,3.1587156500363083
dewi,61,truth,lie,False,2.9611075824633732
dewi,62,truth,lie,False,2.857353254341888
dewi,63,truth,lie,False,2.7190666055023227
dewi,64,truth,lie,False,2.783415244415464
dewi,65,truth,lie,False,2.950409257623418
dewi,66,lie,lie,True,1.030004977505653
dewi,67,lie,lie,True,1.119600773496865
dewi,68,lie,lie,True,0.6737788999963903
dewi,69,lie,lie,True,0.5855050551743302
dewi,70,lie,lie,True,1.854462283863246
dewi,71,lie,lie,True,1.8054750996661153
dewi,72,lie,lie,True,1.8813188177352522
dewi,73,lie,lie,True,0.5863808621004429
dewi,74,lie,truth,False,-0.3346184009760891
dewi,75,lie,truth,False,-0.7909428001304659
dewi,76,lie,truth,False,-0.7157114496854717
dewi,77,truth,lie,False,1.838314486193328
dewi,78,truth,lie,False,2.626956606206489
dewi,79,truth,lie,False,1.6526616481945395
dewi,80,truth,lie,False,0.898832553850903
dewi,81,truth,lie,False,1.0785925245330468
dewi,82,truth,lie,False,1.2675958732764012
dewi,83,truth,lie,False,1.0041450152863693
dewi,84,truth,lie,False,1.4527739443985883
dewi,85,truth,lie,False,1.601864629759643
dewi,86,truth,lie,False,1.713455302646382
dewi,87,truth,lie,False,1.5410196097108204
esty,0,lie,lie,True,1.1898860117849295
esty,1,lie,lie,True,0.8130856204536029
esty,2,lie,lie,True,0.0071073499940245075
esty,3,lie,lie,True,0.5468602067004548
esty,4,lie,lie,True,0.2310087819478862
esty,5,lie,lie,True,0.48329552358255035
esty,6,lie,lie,True,0.10454480121512433
esty,7,lie,lie,True,0.4193654585757277
esty,8,lie,truth,False,-0.11123443765269114
esty,9,lie,truth,False,-0.36568407734419506
esty,10,lie,lie,True,0.016119840230921383
esty,11,truth,truth,True,-0.19139477557405227
esty,12,truth,truth,True,-0.48870073330346864
esty,13,truth,truth,True,-0.7545930911360864
esty,14,truth,truth,True,-1.0725757635786293
esty,15,truth,truth,True,-0.5306122837516195
esty,16,truth,truth,True,-0.9378931149616448
esty,17,truth,truth,True,-0.9347736723082053
esty,18,truth,truth,True,-0.8057083010675478
esty,19,truth,truth,True,-0.29272556392405347
esty,20,truth,truth,True,-1.037707135802502
esty,21,truth,truth,True,-0.4287423561120688
esty,22,lie,lie,True,0.6221145715765491
esty,23,lie,lie,True,1.0523426127233133
esty,24,lie,lie,True,0.714136414518607
esty,25,lie,lie,True,0.42844145430801206
esty,26,lie,lie,True,0.4088002429652474
esty,27,lie,truth,False,-0.17519562233696406
esty,28,lie,truth,False,-0.500620779623936
esty,29,lie,truth,False,-0.6298910663161686
esty,30,lie,lie,True,0.7574481599921677
esty,31,lie,lie,True,1.0735970750614485
esty,32,lie,truth,False,-0.5551235484240195
esty,33,truth,truth,True,-1.890642661920039
esty,34,truth,truth,True,-1.7464797617454368
esty,35,truth,truth,True,-1.8420855624167438
esty,36,truth,truth,True,-1.683154832587745
esty,37,truth,truth,True,-1.9266035111582362
esty,38,truth,truth,True,-1.6960540582899908
esty,39,truth,truth,True,-0.9948557382230877
esty,40,truth,truth,True,-0.10211727255317393
esty,41,truth,truth,True,-0.8396857382318558
esty,42,truth,truth,True,-1.6859712338273312
esty,43,truth,truth,True,-0.8629542081121045
esty,44,lie,lie,True,4.147660018175011
esty,45,lie,lie,True,3.890406217104672
esty,46,lie,lie,True,3.39260370706543
esty,47,lie,lie,True,0.9667147975475633
esty,48,lie,lie,True,0.7184844645234606
esty,49,lie,lie,True,0.816514987137981
esty,50,lie,lie,True,0.612797956416039
esty,51,lie,lie,True,0.7881536378955768
esty,52,lie,lie,True,0.9519567399008187
esty,53,lie,truth,False,-0.022645539548706302
esty,54,lie,truth,False,-0.03852631350574532
esty,55,truth,lie,False,8.27913668640005
esty,56,truth,lie,False,21.175974287931506
esty,57,truth,lie,False,40.00308458508148
esty,58,truth,lie,False,141.07935617805373
esty,59,truth,lie,False,26.3602326807749
esty,60,truth,lie,False,29.556077876279474
esty,61,truth,lie,False,39.77723317848132
esty,62,truth,lie,False,40.171193772801224
esty,63,truth,lie,False,33.40714523169561
esty,64,truth,lie,False,47.53606380118108
esty,65,truth,lie,False,5.817954086679998
esty,66,lie,lie,True,4.937336998340049
esty,67,lie,lie,True,3.1331690379205
esty,68,lie,lie,True,2.0589989354703495
esty,69,lie,lie,True,0.6386655915984855
esty,70,lie,lie,True,6.654558315496391
esty,71,lie,lie,True,8.009182156628684
esty,72,lie,lie,True,19.509919787957887
esty,73,lie,lie,True,60.61438642356594
esty,74,lie,truth,False,-37.309529306652486
esty,75,lie,lie,True,47.12309754435888
esty,76,lie,truth,False,-62.391839989996804
esty,77,truth,lie,False,0.922431869974344
esty,78,truth,lie,False,0.11772617740564384
esty,79,truth,truth,True,-0.053086179899252024
esty,80,truth,truth,True,-0.5920922628648929
esty,81,truth,truth,True,-1.236594057019513
esty,82,truth,truth,True,-1.2321621966427538
esty,83,truth,truth,True,-1.317505828777196
esty,84,truth,truth,True,-1.1209609426052471
esty,85,truth,truth,True,-1.5119172434525365
esty,86,truth,truth,True,-1.2482014802417505
esty,87,truth,truth,True,-1.340571522118203
hilmi,0,lie,lie,True,2.819116818471166
hilmi,1,lie,lie,True,2.6572878096719834
hilmi,2,lie,lie,True,2.6945473252019445
hilmi,3,lie,lie,True,2.6335113677881044
hilmi,4,lie,lie,True,2.320119367201224
hilmi,5,lie,lie,True,2.4826654924890508
hilmi,6,lie,lie,True,2.253296731983222
hilmi,7,lie,lie,True,2.02800260258193
hilmi,8,lie,lie,True,1.796661967419263
hilmi,9,lie,lie,True,1.7512324032259807
hilmi,10,lie,lie,True,1.7643027211447275
hilmi,11,truth,truth,True,-0.6913291175666758
hilmi,12,truth,truth,True,-0.9930989497787696
hilmi,13,truth,truth,True,-1.080392710347438
hilmi,14,truth,truth,True,-1.9827758484202878
hilmi,15,truth,truth,True,-1.7206222543245546
hilmi,16,truth,truth,True,-1.715117716992476
hilmi,17,truth,truth,True,-2.1350201249271334
hilmi,18,truth,truth,True,-1.8118685632923321
hilmi,19,truth,truth,True,-1.8144670454649303
hilmi,20,truth,truth,True,-1.2361576144996926
hilmi,21,truth,truth,True,-1.1860439615593494
hilmi,22,lie,lie,True,1.0729032737089366
hilmi,23,lie,lie,True,1.1584709026253284
hilmi,24,lie,lie,True,1.0852901754911393
hilmi,25,lie,lie,True,0.634707629213719
hilmi,26,lie,lie,True,0.6438960996116732
hilmi,27,lie,lie,True,0.4482772073562927
hilmi,28,lie,lie,True,0.6984235362067119
hilmi,29,lie,lie,True,0.7145264800510669
hilmi,30,lie,lie,True,0.23996151306936486
hilmi,31,lie,lie,True,0.2888066484917796
hilmi,32,lie,lie,True,0.5429540894602152
hilmi,33,truth,lie,False,0.5677136110284235
hilmi,34,truth,lie,False,0.24709553834074882
hilmi,35,truth,lie,False,0.316311904633445
hilmi,36,truth,lie,False,0.5583946929004876
hilmi,37,truth,truth,True,-1.0382138860301116
hilmi,38,truth,truth,True,-0.7073741428183294
hilmi,39,truth,lie,False,0.21771026994866347
hilmi,40,truth,lie,False,0.2662869006406825
hilmi,41,truth,lie,False,0.7149223091790093
hilmi,42,truth,truth,True,-1.104986474654041
hilmi,43,truth,truth,True,-0.9592521488405416
hilmi,44,lie,lie,True,1.4923274619410174
hilmi,45,lie,lie,True,0.32818492042943365
hilmi,46,lie,truth,False,-0.07565178017592314
hilmi,47,lie,lie,True,0.5442285036420992
hilmi,48,lie,truth,False,-0.23503597422714032
hilmi,49,lie,truth,False,-0.42676159466795527
hilmi,50,lie,truth,False,-0.23898147577693404
hilmi,51,lie,lie,True,0.49026477209621644
hilmi,52,lie,truth,False,-0.19063866787931746
hilmi,53,lie,truth,False,-0.4537918212688883
hilmi,54,lie,truth,False,-0.6294861188885037
hilmi,55,truth,lie,False,1.7962823527639307
hilmi,56,truth,lie,False,1.7771381752921858
hilmi,57,truth,lie,False,2.093480317235465
hilmi,58,truth,lie,False,2.1166758444649467
hilmi,59,truth,lie,False,2.116419839883873
hilmi,60,truth,lie,False,0.9385092514360016
hilmi,61,truth,lie,False,0.343036807947058
hilmi,62,truth,lie,False,0.6300884869276855
hilmi,63,truth,lie,False,0.5107976810090957
hilmi,64,truth,lie,False,1.9616145580065518
hilmi,65,truth,lie,False,1.9453003083024525
hilmi,66,lie,lie,True,1.0109107823637948
hilmi,67,lie,lie,True,0.5598973857240996
hilmi,68,lie,lie,True,0.4379554914401944
hilmi,69,lie,lie,True,0.2968652306436257
hilmi,70,lie,lie,True,0.9492359474915881
hilmi,71,lie,lie,True,1.4845004861043685
hilmi,72,lie,lie,True,1.4135065836325293
hilmi,73,lie,lie,True,1.084386261030557
hilmi,74,lie,lie,True,0.708029042765645
hilmi,75,lie,lie,True,0.6828436037277076
hilmi,76,lie,lie,True,1.133761238751664
hilmi,77,truth,lie,False,0.2723753608275422
hilmi,78,truth,lie,False,0.777907303817882
hilmi,79,truth,lie,False,0.6004958584446453
hilmi,80,truth,lie,False,0.17991872532848943
hilmi,81,truth,truth,True,-0.44413226643886317
hilmi,82,truth,truth,True,-0.5645145013549003
hilmi,83,truth,truth,True,-0.5078071840195646
hilmi,84,truth,truth,True,-0.6231071056019465
hilmi,85,truth,truth,True,-0.09920845344989856
hilmi,86,truth,truth,True,-0.6116189829667597
hilmi,87,truth,truth,True,-1.2258482764766587
irsyad,0,lie,lie,True,1.9167353197915675
irsyad,1,lie,lie,True,1.5504305976673407
irsyad,2,lie,lie,True,1.7779153603018998
irsyad,3,lie,lie,True,2.897899065412325
irsyad,4,lie,lie,True,2.9376251763528956
irsyad,5,lie,lie,True,2.469640280453415
irsyad,6,lie,lie,True,2.4141844661736664
irsyad,7,lie,lie,True,2.601566136698239
irsyad,8,lie,lie,True,3.2537469476792404
irsyad,9,lie,lie,True,3.671445374029887
irsyad,10,lie,lie,True,3.454272266586101
irsyad,11,truth,truth,True,-1.3142284783323959
irsyad,12,truth,truth,True,-2.7070223452616715
irsyad,13,truth,truth,True,-1.4670842806863036
irsyad,14,truth,truth,True,-1.29487003031581
irsyad,15,truth,truth,True,-1.5563084760925223
irsyad,16,truth,truth,True,-0.556547014125118
irsyad,17,truth,truth,True,-1.7066148622694894
irsyad,18,truth,truth,True,-1.6039820177833863
irsyad,19,truth,truth,True,-1.845646453093421
irsyad,20,truth,truth,True,-1.944478097314232
irsyad,21,truth,truth,True,-1.8085898893930306
irsyad,22,lie,lie,True,2.256426788244292
irsyad,23,lie,lie,True,2.6182152110635357
irsyad,24,lie,lie,True,3.305686739374041
irsyad,25,lie,lie,True,2.8346770902084106
irsyad,26,lie,lie,True,2.2511912818941915
irsyad,27,lie,lie,True,2.984930580811377
irsyad,28,lie,lie,True,3.226029716213132
irsyad,29,lie,lie,True,2.4722987696484036
irsyad,30,lie,lie,True,1.3491932301425014
irsyad,31,lie,lie,True,1.9577991802851762
irsyad,32,lie,lie,True,1.7355495717181713
irsyad,33,truth,lie,False,1.870708860428982
irsyad,34,truth,lie,False,0.20428454770819168
irsyad,35,truth,truth,True,-0.39072948733311397
irsyad,36,truth,lie,False,0.8940994827998258
irsyad,37,truth,lie,False,0.6440037732586487
irsyad,38,truth,lie,False,0.29483150597021146
irsyad,39,truth,lie,False,2.79957086226331
irsyad,40,truth,lie,False,3.9102510185594137
irsyad,41,truth,lie,False,1.9148673868129924
irsyad,42,truth,lie,False,2.019183639772345
irsyad,43,truth,lie,False,2.391583009338501
irsyad,44,lie,lie,True,0.03470687104310666
irsyad,45,lie,lie,True,0.18823394371634627
irsyad,46,lie,lie,True,1.174163273096792
irsyad,47,lie,lie,True,1.033319721481643
irsyad,48,lie,truth,False,-1.8349685385346395
irsyad,49,lie,lie,True,1.2831170137414527
irsyad,50,lie,lie,True,1.454278533635011
irsyad,51,lie,lie,True,1.2846361139804898
irsyad,52,lie,lie,True,1.6001009216140176
irsyad,53,lie,lie,True,1.819502057457924
irsyad,54,lie,lie,True,2.20136166712218
irsyad,55,truth,truth,True,-2.9035065896615904
irsyad,56,truth,truth,True,-2.5606338940925437
irsyad,57,truth,truth,True,-2.549738981084081
irsyad,58,truth,truth,True,-2.2751471363918445
irsyad,59,truth,truth,True,-1.8215738187606418
irsyad,60,truth,truth,True,-1.345289877407187
irsyad,61,truth,truth,True,-0.921380957476654
irsyad,62,truth,truth,True,-0.40460123143355375
irsyad,63,truth,truth,True,-1.051572939585033
irsyad,64,truth,truth,True,-0.3001121020698386
irsyad,65,truth,truth,True,-0.23268631990672958
irsyad,66,lie,lie,True,0.17645783766687145
irsyad,67,lie,lie,True,0.022751479621382742
irsyad,68,lie,lie,True,0.050213853994763594
irsyad,69,lie,lie,True,0.40148060421191567
irsyad,70,lie,lie,True,0.4209095537550399
irsyad,71,lie,lie,True,0.4037667108064875
irsyad,72,lie,lie,True,0.5014228840984224
irsyad,73,lie,lie,True,0.5087431896999868
irsyad,74,lie,lie,True,0.2799997566640906
irsyad,75,lie,lie,True,0.2678320743872079
irsyad,76,lie,lie,True,0.2854145542644857
irsyad,77,truth,truth,True,-1.015948587350985
irsyad,78,truth,truth,True,-1.6054060000222148
irsyad,79,truth,truth,True,-1.6492055174339946
irsyad,80,truth,truth,True,-1.8921364302113042
irsyad,81,truth,truth,True,-1.7365044375977958
irsyad,82,truth,truth,True,-2.621906054074503
irsyad,83,truth,truth,True,-2.7948073179771775
irsyad,84,truth,truth,True,-2.2802631228570682
irsyad,85,truth,truth,True,-2.021168864237898
irsyad,86,truth,truth,True,-1.5231469330073977
irsyad,87,truth,truth,True,-2.144739466691476
jovita,0,lie,lie,True,0.7824796409341805
jovita,1,lie,lie,True,3.694456540931084
jovita,2,lie,lie,True,4.335122386422593
jovita,3,lie,truth,False,-0.27509329190275744
jovita,4,lie,truth,False,-0.5425259550593694
jovita,5,lie,truth,False,-1.3792483282144188
jovita,6,lie,truth,False,-0.8366129530484184
jovita,7,lie,lie,True,1.4445063232876347
jovita,8,lie,lie,True,6.14937503495193
jovita,9,lie,lie,True,6.157457206500174
jovita,10,lie,lie,True,2.2547144918389823
jovita,11,truth,lie,False,0.8972262595849334
jovita,12,truth,lie,False,1.318930695557547
jovita,13,truth,truth,True,-1.5576694801673634
jovita,14,truth,truth,True,-1.0918914884712025
jovita,15,truth,truth,True,-1.7425347541834024
jovita,16,truth,truth,True,-1.7839663408742923
jovita,17,truth,truth,True,-2.5045121203233567
jovita,18,truth,truth,True,-2.05196762726052
jovita,19,truth,truth,True,-1.8133088542300735
jovita,20,truth,truth,True,-2.0045255604714085
jovita,21,truth,truth,True,-2.122814939685085
jovita,22,lie,truth,False,-0.714799987857916
jovita,23,lie,lie,True,0.9586173068742943
jovita,24,lie,lie,True,1.7146068903159857
jovita,25,lie,lie,True,1.1245372649295038
jovita,26,lie,lie,True,1.1976470413373064
jovita,27,lie,lie,True,1.2890883884113378
jovita,28,lie,lie,True,0.6471767906295166
jovita,29,lie,lie,True,0.4323901716264523
jovita,30,lie,lie,True,0.6672066017896767
jovita,31,lie,lie,True,1.7636276309770236
jovita,32,lie,lie,True,2.1623990288565977
jovita,33,truth,truth,True,-3.2723630724132344
jovita,34,truth,truth,True,-2.6211519758736417
jovita,35,truth,truth,True,-2.48498038614354
jovita,36,truth,truth,True,-2.726430598485896
jovita,37,truth,truth,True,-2.3413932475479395
jovita,38,truth,truth,True,-2.3652289144483483
jovita,39,truth,truth,True,-2.625735830291617
jovita,40,truth,truth,True,-2.3214596953652937
jovita,41,truth,truth,True,-3.5429027815817946
jovita,42,truth,truth,True,-3.166709374763067
jovita,43,truth,truth,True,-2.9347445469253515
jovita,44,lie,lie,True,8.68841394426342
jovita,45,lie,lie,True,2.675974390376774
jovita,46,lie,truth,False,-12.858996814256992
jovita,47,lie,truth,False,-12.858996814256992
jovita,48,lie,truth,False,-12.858996814256992
jovita,49,lie,lie,True,4.906002188480255
jovita,50,lie,lie,True,9.526142604273794
jovita,51,lie,lie,True,14.538875933953571
jovita,52,lie,lie,True,14.538875933953571
jovita,53,lie,lie,True,14.538875933953571
jovita,54,lie,lie,True,639.7926329804952
jovita,55,truth,truth,True,-35.09112766571173
jovita,56,truth,truth,True,-75.66314347488972
jovita,57,truth,truth,True,-92.85018732840372
jovita,58,truth,truth,True,-95.22422453710698
jovita,59,truth,truth,True,-23.18839610872685
jovita,60,truth,truth,True,-27.333346497456994
jovita,61,truth,truth,True,-24.018038767526498
jovita,62,truth,truth,True,-23.756055278695328
jovita,63,truth,truth,True,-5.6455893495181915
jovita,64,truth,lie,False,3.6841150862007774
jovita,65,truth,truth,True,-32.354518225513274
jovita,66,lie,lie,True,1.6081551936563496
jovita,67,lie,lie,True,0.8244143863002428
jovita,68,lie,lie,True,0.5989425603787706
jovita,69,lie,lie,True,0.5066071750211782
jovita,70,lie,lie,True,0.9994292999810911
jovita,71,lie,lie,True,0.8621787271629356
jovita,72,lie,lie,True,1.3866562208734603
jovita,73,lie,lie,True,1.5306099952637204
jovita,74,lie,lie,True,0.3883433224778612
